STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
TAMIL NADU,2012,Total,820,5894,8232,6577,3417,24940,387,1757,2214,1666,1441,7465,32405
TAMIL NADU,2012,Total Collapse,18,42,40,36,18,154,7,17,11,17,13,65,219
TAMIL NADU,2012,Total Drowning,182,437,400,285,140,1444,58,105,108,73,59,403,1847
TAMIL NADU,2012,Total Explosion,1,3,1,4,0,9,2,0,0,1,0,3,12
TAMIL NADU,2012,Total Falls,25,115,181,196,54,571,10,15,24,17,16,82,653
TAMIL NADU,2012,Total Fire,21,153,238,155,71,638,49,471,452,177,128,1277,1915
TAMIL NADU,2012,Total Sudden Deaths,5,93,443,610,378,1529,5,32,62,81,56,236,1765
TAMIL NADU,2012,Total Poisoning,71,404,618,564,306,1963,54,276,290,221,103,944,2907
TAMIL NADU,2012,Total Traffic Accidents,419,3969,5229,3823,1873,15313,141,460,743,776,867,2987,18300
TRIPURA,2001,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Collapse of Structure(Others),0,2,1,0,0,3,0,1,0,0,0,1,4
TRIPURA,2001,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Drowning(Other Cases),12,8,5,2,1,28,5,7,4,2,0,18,46
TRIPURA,2001,Electrocution,1,2,3,0,0,6,1,1,1,0,0,3,9
TRIPURA,2001,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Falls (Fall from Height),2,3,2,0,0,7,0,0,0,0,0,0,7
TRIPURA,2001,Fall into Pit/Manhole,6,8,5,3,2,24,0,1,2,0,0,3,27
TRIPURA,2001,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Fire (Short-Circuit),3,2,1,0,0,6,1,0,0,0,0,1,7
TRIPURA,2001,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,3,2,0,0,5,5
TRIPURA,2001,Other Fire Accidents,0,1,1,0,0,2,2,3,0,0,0,5,7
TRIPURA,2001,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Sudden Deaths (Heart Attacks),0,2,1,0,0,3,0,1,0,0,0,1,4
TRIPURA,2001,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Abortions/Child Birth,0,0,0,0,0,0,0,2,0,0,0,2,2
TRIPURA,2001,Influence of Alcohol,0,3,0,0,0,3,0,0,0,1,0,1,4
TRIPURA,2001,Killed by animals,0,0,1,1,0,2,0,0,0,0,0,0,2
TRIPURA,2001,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Spurious/poisionous liquor,0,0,0,2,0,2,0,0,0,0,0,0,2
TRIPURA,2001,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Other,4,5,3,1,3,16,3,2,1,2,1,9,25
TRIPURA,2001,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Traffic Accidents (Road Accidents),16,49,46,32,8,151,7,7,6,2,2,24,175
TRIPURA,2001,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Total,44,85,69,41,14,253,19,28,16,7,3,73,326
TRIPURA,2001,Total Collapse,0,2,1,0,0,3,0,1,0,0,0,1,4
TRIPURA,2001,Total Drowning,12,8,5,2,1,28,5,7,4,2,0,18,46
TRIPURA,2001,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Total Falls,8,11,7,3,2,31,0,1,2,0,0,3,34
TRIPURA,2001,Total Fire,3,3,2,0,0,8,3,6,2,0,0,11,19
TRIPURA,2001,Total Sudden Deaths,0,5,1,0,0,6,0,3,0,1,0,4,10
TRIPURA,2001,Total Poisoning,4,5,3,3,3,18,3,2,1,2,1,9,27
TRIPURA,2001,Total Traffic Accidents,16,49,46,32,8,151,7,7,6,2,2,24,175
TRIPURA,2002,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Collapse of Structure (House),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Collapse of Structure (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Collapse of Structure (Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Collapse of Structure (Bridge),0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2002,Collapse of Structure (Others),0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2002,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Drowning (Other Cases),7,6,4,1,3,21,6,3,2,3,2,16,37
TRIPURA,2002,Electrocution,0,7,4,3,0,14,2,2,1,1,0,6,20
TRIPURA,2002,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,"Explosion(Other explosion like Boilers, Gas cylinder etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Falls (Fall from Height),0,1,0,0,0,1,0,0,0,0,0,0,1
TRIPURA,2002,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Fire (Short-Circuit),0,1,1,0,0,2,0,0,0,0,0,0,2
TRIPURA,2002,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Other Fire Accidents,0,0,0,0,0,0,0,1,1,0,0,2,2
TRIPURA,2002,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Sudden Deaths (Heart Attacks),0,1,2,4,2,9,0,0,0,0,1,1,10
TRIPURA,2002,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Influence of Alcohol,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2002,Killed by animals,0,0,0,1,0,1,0,0,0,1,1,2,3
TRIPURA,2002,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Food Poisioning/Accidental Intake of Insecticides etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Snake Bite/Animal Bite,1,0,0,0,0,1,0,0,0,0,0,0,1
TRIPURA,2002,Other,0,2,2,5,0,9,5,2,2,1,1,11,20
TRIPURA,2002,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Traffic Accidents (Road Accidents),15,60,20,9,7,111,6,23,10,4,3,46,157
TRIPURA,2002,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Other Railway Accidents,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2002,Other Causes (Please Specify),2,8,9,5,0,24,2,10,9,1,1,23,47
TRIPURA,2002,Causes Not Known,0,1,4,1,2,8,0,2,2,0,0,4,12
TRIPURA,2002,Total,25,87,50,29,14,205,21,43,27,11,9,111,316
TRIPURA,2002,Total Collapse,0,0,2,0,0,2,0,0,0,0,0,0,2
TRIPURA,2002,Total Drowning,7,6,4,1,3,21,6,3,2,3,2,16,37
TRIPURA,2002,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Total Falls,0,1,0,0,0,1,0,0,0,0,0,0,1
TRIPURA,2002,Total Fire,0,1,1,0,0,2,0,1,1,0,0,2,4
TRIPURA,2002,Total Sudden Deaths,0,1,3,4,2,10,0,0,0,0,1,1,11
TRIPURA,2002,Total Poisoning,1,2,2,5,0,10,5,2,2,1,1,11,21
TRIPURA,2002,Total Traffic Accidents,15,60,21,9,7,112,6,23,10,4,3,46,158
TRIPURA,2003,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Collapse of Structure(Bridge),0,0,0,1,0,1,0,0,1,0,0,1,2
TRIPURA,2003,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Drowning(Other Cases),4,7,9,5,0,25,0,4,2,1,0,7,32
TRIPURA,2003,Electrocution,2,5,2,0,0,9,0,1,0,0,0,1,10
TRIPURA,2003,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Falls (Fall from Height),1,0,1,0,0,2,0,0,0,0,0,0,2
TRIPURA,2003,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Fire (Short-Circuit),1,3,2,0,0,6,0,0,0,0,0,0,6
TRIPURA,2003,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,1,0,0,1,1
TRIPURA,2003,Other Fire Accidents,0,0,0,0,0,0,0,1,0,0,0,1,1
TRIPURA,2003,Fire-Arms,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2003,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Traffic Accidents (Road Accidents),13,80,28,7,1,129,4,21,12,2,0,39,168
TRIPURA,2003,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Total,21,95,43,13,1,173,4,27,16,3,0,50,223
TRIPURA,2003,Total Collapse,0,0,0,1,0,1,0,0,1,0,0,1,2
TRIPURA,2003,Total Drowning,4,7,9,5,0,25,0,4,2,1,0,7,32
TRIPURA,2003,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Total Falls,1,0,1,0,0,2,0,0,0,0,0,0,2
TRIPURA,2003,Total Fire,1,3,2,0,0,6,0,1,1,0,0,2,8
TRIPURA,2003,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Total Traffic Accidents,13,80,28,7,1,129,4,21,12,2,0,39,168
TRIPURA,2004,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Collapse of Structure(Bridge),0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2004,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Drowning (Boat Capsize),0,3,0,0,0,3,0,0,0,0,0,0,3
TRIPURA,2004,Drowning(Other Cases),7,13,9,4,2,35,7,13,6,4,1,31,66
TRIPURA,2004,Electrocution,0,0,1,0,1,2,0,0,0,0,0,0,2
TRIPURA,2004,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Falls (Fall from Height),0,0,2,0,0,2,0,1,0,0,0,1,3
TRIPURA,2004,Fall into Pit/Manhole,2,2,1,0,0,5,2,0,0,0,0,2,7
TRIPURA,2004,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,1,1,0,0,2,2
TRIPURA,2004,Fire (Short-Circuit),2,4,1,1,0,8,0,1,1,0,0,2,10
TRIPURA,2004,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Other Fire Accidents,0,0,0,0,0,0,0,1,4,1,0,6,6
TRIPURA,2004,Fire-Arms,0,0,2,0,0,2,0,0,0,0,0,0,2
TRIPURA,2004,Sudden Deaths (Heart Attacks),0,2,11,4,4,21,0,1,5,2,2,10,31
TRIPURA,2004,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Abortions/Child Birth,0,0,0,0,0,0,2,0,0,0,0,2,2
TRIPURA,2004,Influence of Alcohol,0,0,1,2,0,3,0,0,0,0,0,0,3
TRIPURA,2004,Killed by animals,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2004,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Food Poisioning/Accidental Intake of Ins,0,32,25,5,3,65,2,36,11,7,6,62,127
TRIPURA,2004,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Traffic Accidents (Road Accidents),10,33,56,21,4,124,6,15,25,9,0,55,179
TRIPURA,2004,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Other Causes (Please Specify),0,0,1,0,0,1,0,0,2,0,0,2,3
TRIPURA,2004,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Total,21,89,112,37,14,273,19,69,55,23,9,175,448
TRIPURA,2004,Total Collapse,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2004,Total Drowning,7,16,9,4,2,38,7,13,6,4,1,31,69
TRIPURA,2004,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Total Falls,2,2,3,0,0,7,2,1,0,0,0,3,10
TRIPURA,2004,Total Fire,2,4,1,1,0,8,0,3,6,1,0,10,18
TRIPURA,2004,Total Sudden Deaths,0,2,12,6,4,24,2,1,5,2,2,12,36
TRIPURA,2004,Total Poisoning,0,32,25,5,3,65,2,36,11,7,6,62,127
TRIPURA,2004,Total Traffic Accidents,10,33,56,21,4,124,6,15,25,9,0,55,179
TRIPURA,2005,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Drowning(Other Cases),10,8,6,4,3,31,16,8,10,5,0,39,70
TRIPURA,2005,Electrocution,2,8,7,3,0,20,1,3,3,0,0,7,27
TRIPURA,2005,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Falls (Fall from Height),1,6,2,1,0,10,0,1,0,0,0,1,11
TRIPURA,2005,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Fire (Short-Circuit),2,1,1,0,0,4,0,1,1,0,0,2,6
TRIPURA,2005,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,1,0,0,1,1
TRIPURA,2005,Other Fire Accidents,0,3,1,0,0,4,0,3,4,2,0,9,13
TRIPURA,2005,Fire-Arms,0,3,0,0,0,3,0,0,0,0,0,0,3
TRIPURA,2005,Sudden Deaths (Heart Attacks),0,0,8,12,4,24,0,0,4,7,1,12,36
TRIPURA,2005,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Influence of Alcohol,0,0,1,1,1,3,0,0,0,0,0,0,3
TRIPURA,2005,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Traffic Accidents (Road Accidents),7,75,50,18,8,158,7,21,17,1,0,46,204
TRIPURA,2005,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Other Causes (Please Specify),0,2,1,0,0,3,0,0,1,0,0,1,4
TRIPURA,2005,Causes Not Known,18,15,17,30,10,90,15,18,16,18,13,80,170
TRIPURA,2005,Total,40,121,94,69,26,350,39,55,57,33,14,198,548
TRIPURA,2005,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Total Drowning,10,8,6,4,3,31,16,8,10,5,0,39,70
TRIPURA,2005,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Total Falls,1,6,2,1,0,10,0,1,0,0,0,1,11
TRIPURA,2005,Total Fire,2,4,2,0,0,8,0,4,6,2,0,12,20
TRIPURA,2005,Total Sudden Deaths,0,0,9,13,5,27,0,0,4,7,1,12,39
TRIPURA,2005,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Total Traffic Accidents,7,75,50,18,8,158,7,21,17,1,0,46,204
TRIPURA,2006,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Drowning (Boat Capsize),0,1,0,0,0,1,0,0,0,0,0,0,1
TRIPURA,2006,Drowning(Other Cases),11,15,11,9,6,52,7,8,4,5,2,26,78
TRIPURA,2006,Electrocution,0,4,3,4,0,11,0,2,2,1,0,5,16
TRIPURA,2006,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Falls (Fall from Height),2,2,2,0,0,6,0,0,0,0,0,0,6
TRIPURA,2006,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Fire (Short-Circuit),0,2,3,0,0,5,0,0,0,0,0,0,5
TRIPURA,2006,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,1,1,1,0,3,3
TRIPURA,2006,Other Fire Accidents,1,0,0,1,1,3,2,2,2,0,0,6,9
TRIPURA,2006,Fire-Arms,0,1,0,0,0,1,0,0,0,0,0,0,1
TRIPURA,2006,Sudden Deaths (Heart Attacks),0,1,6,9,10,26,0,0,3,1,0,4,30
TRIPURA,2006,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Influence of Alcohol,0,2,5,2,1,10,0,0,0,0,0,0,10
TRIPURA,2006,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Snake Bite/Animal Bite,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2006,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Traffic Accidents (Road Accidents),11,35,54,36,14,150,7,17,17,5,0,46,196
TRIPURA,2006,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Other Causes (Please Specify),2,37,32,15,7,93,0,6,41,15,3,65,158
TRIPURA,2006,Causes Not Known,0,11,18,10,2,41,0,9,7,3,0,19,60
TRIPURA,2006,Total,27,111,135,86,41,400,16,45,77,31,5,174,574
TRIPURA,2006,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Total Drowning,11,16,11,9,6,53,7,8,4,5,2,26,79
TRIPURA,2006,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Total Falls,2,2,2,0,0,6,0,0,0,0,0,0,6
TRIPURA,2006,Total Fire,1,2,3,1,1,8,2,3,3,1,0,9,17
TRIPURA,2006,Total Sudden Deaths,0,3,11,11,11,36,0,0,3,1,0,4,40
TRIPURA,2006,Total Poisoning,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2006,Total Traffic Accidents,11,35,54,36,14,150,7,17,17,5,0,46,196
TRIPURA,2007,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Drowning(Other Cases),23,17,17,4,0,61,14,4,0,0,2,20,81
TRIPURA,2007,Electrocution,6,32,4,1,1,44,3,1,0,1,1,6,50
